nct_id,overallStatus,study_type,why_stopped
NCT03596658,TERMINATED,INTERVENTIONAL,Sponsor R \& D Strategy Adjustment
NCT03596710,WITHDRAWN,INTERVENTIONAL,sponsor withdrew study
NCT03596723,TERMINATED,INTERVENTIONAL,NDA #210565 did not trigger the need for a Pediatric Research Equity Act study.
NCT03597009,TERMINATED,INTERVENTIONAL,due to slow accrual and withdrawal of funding
NCT03597022,TERMINATED,INTERVENTIONAL,Due to thrombosis
NCT03597035,TERMINATED,INTERVENTIONAL,The study could not enroll patients owing to the inclusion exclusion criteria
NCT03597282,TERMINATED,INTERVENTIONAL,Closed due to historically slow enrollment compounded by the COVID-19 pandemic.
NCT03597347,TERMINATED,INTERVENTIONAL,"Recruitment for trial stopped early due to limitations from COVID-19, additionally changes in the standard of care for CF patients during the study period resulted in confounding of the primary endpoint."
NCT03597386,WITHDRAWN,OBSERVATIONAL,The study will not be conducted
NCT03597490,TERMINATED,OBSERVATIONAL,excessive dropout
NCT03597503,TERMINATED,INTERVENTIONAL,"Business decision, not related to safety"
NCT03597971,TERMINATED,INTERVENTIONAL,Sponsor decision
NCT03598023,WITHDRAWN,INTERVENTIONAL,Sponsor discretion
NCT03598036,TERMINATED,INTERVENTIONAL,Low recruitment rate
NCT03598140,TERMINATED,INTERVENTIONAL,"PI, Dr. Josh Gaston, left the institution and the study has been stopped."
NCT03598283,WITHDRAWN,OBSERVATIONAL,The study PI has left the institution.
NCT03598777,TERMINATED,INTERVENTIONAL,lack of efficacy
NCT03598816,WITHDRAWN,INTERVENTIONAL,FDA Contingencies unresolved
NCT03598907,TERMINATED,OBSERVATIONAL,"After interim statistical analysis, a statistician reccommended to stop study, because results are significant and in favour of POC approach."
NCT03599037,WITHDRAWN,INTERVENTIONAL,The investigators decided not to start up the study after the long Covid 19 pause dring which no participants were enrolled.
NCT03599336,TERMINATED,INTERVENTIONAL,Slower than expected enrollment.
NCT03599362,TERMINATED,INTERVENTIONAL,PI departure from institution
NCT03599518,TERMINATED,INTERVENTIONAL,This study was terminated based on a business decision by the Sponsor.
NCT03599544,TERMINATED,INTERVENTIONAL,"Study was halted prematurely and will not resume due to loss of funding and access to rehabilitation exoskeleton robot (ArmeoSpring), prohibiting completion of project as planned."
NCT03599622,TERMINATED,INTERVENTIONAL,Trial terminated because of lack of efficacy in the short term acute phase
NCT03600467,TERMINATED,INTERVENTIONAL,Sponsor
NCT03600532,TERMINATED,INTERVENTIONAL,Due to lack of participant recruitment
NCT03600623,TERMINATED,INTERVENTIONAL,PI left the institution; no further accruals
NCT03600740,TERMINATED,INTERVENTIONAL,Delays in IRB approval and interval start of a competing study
NCT03600805,TERMINATED,INTERVENTIONAL,Protracted recruitment timeline exacerbated by COVID-19 pandemic
NCT03600818,TERMINATED,INTERVENTIONAL,Protracted recruitment timeline exacerbated by COVID-19 pandemic
NCT03600896,WITHDRAWN,INTERVENTIONAL,Supply issues from Sponsor
NCT03600909,TERMINATED,INTERVENTIONAL,Accrual has been slow
NCT03600948,TERMINATED,OBSERVATIONAL,Problem with enrollment due to Covid-19
NCT03600961,TERMINATED,OBSERVATIONAL,Problem with enrollment due to Covid-19
NCT03601247,SUSPENDED,INTERVENTIONAL,"The PI suspended the study temporarily d/t COVID pandemic and did not want patients to attend follow-up visits at that time unless absolutely necessary. As such, the study was delayed and the PCD and SCD are being pushed out to new targeted dates."
NCT03601481,SUSPENDED,OBSERVATIONAL,Software update needed
NCT03601507,TERMINATED,INTERVENTIONAL,Novartis has chosen to withdraw support for this trial
NCT03601572,WITHDRAWN,OBSERVATIONAL,Abandoned research
NCT03601728,SUSPENDED,INTERVENTIONAL,Covid-19 Crisis
NCT03601819,TERMINATED,INTERVENTIONAL,Low accrual
NCT03601936,TERMINATED,INTERVENTIONAL,Additional in-house analysis and development
NCT03601962,TERMINATED,INTERVENTIONAL,Low enrolment rate
NCT03602040,SUSPENDED,INTERVENTIONAL,Awaiting advice from R\&D regarding recruitment
NCT03602066,TERMINATED,INTERVENTIONAL,Study terminated by pharmaceutical company
NCT03602118,WITHDRAWN,INTERVENTIONAL,Sponsor withdrawing the subject IND
NCT03602287,WITHDRAWN,INTERVENTIONAL,the article is not a clinical trial but is a hospital based randomized comparative study. This was inadvertently uploaded.
NCT03602456,TERMINATED,OBSERVATIONAL,"On 12/16/19, a termination request was sent to CMS to end Kentucky HEALTH by the new administration."
NCT03602495,TERMINATED,INTERVENTIONAL,"Based on IDMC's recommendations during the interim analysis""the trial has reached the goal of early termination of the trial"". the sponsor communicating with CDE, CDE agreed to unblind the trial and submit a NDA."
NCT03602716,TERMINATED,INTERVENTIONAL,"Study was recruited slowly due to the imapct of some uncontrollable factors, such as COVID19."
NCT03602781,WITHDRAWN,INTERVENTIONAL,Decision not to proceed with Study
NCT03602872,WITHDRAWN,INTERVENTIONAL,"Sponsor to start with different protocol, postponed due to COVID"
NCT03602898,WITHDRAWN,INTERVENTIONAL,Insufficient funding
NCT03602976,TERMINATED,INTERVENTIONAL,Inability to adequately recruit subjects in COVID-19 pandemic
NCT03603080,TERMINATED,INTERVENTIONAL,Difficulty with enrollment and then Covid pandemic
NCT03603275,TERMINATED,OBSERVATIONAL,Insufficient data
NCT03603288,TERMINATED,INTERVENTIONAL,Interim analysis concluded to futility of main study SIDEROS (SNT-III-012)
NCT03603587,TERMINATED,INTERVENTIONAL,Organisation issues
NCT03603626,WITHDRAWN,INTERVENTIONAL,the article is not a clinical trial but is a hospital based randomized comparative study. This was inadvertently uploaded.
NCT03603639,TERMINATED,INTERVENTIONAL,The study was stopped due to efficacy reasons.
NCT03603652,TERMINATED,INTERVENTIONAL,Study originally suspended pending a protocol amendment but study now terminated.
NCT03603964,TERMINATED,INTERVENTIONAL,Early termination not due to patient safety
NCT03603990,WITHDRAWN,INTERVENTIONAL,"Inclusion difficulties, despite significant changes to inclusion criteria"
NCT03604081,WITHDRAWN,INTERVENTIONAL,PI has encountered recruitment challenges.
NCT03604185,TERMINATED,INTERVENTIONAL,COVID-19 forced the shut down of the study
NCT03604250,SUSPENDED,INTERVENTIONAL,Study protocol under revision.
NCT03604445,TERMINATED,INTERVENTIONAL,Sponsor decision
NCT03604523,TERMINATED,INTERVENTIONAL,Slow enrollment
NCT03604536,TERMINATED,OBSERVATIONAL,not able to recruit patients
NCT03604770,WITHDRAWN,OBSERVATIONAL,Due to lack of enrollment.
NCT03604783,TERMINATED,INTERVENTIONAL,Sponsor's decision to terminate further development of the program.
NCT03604991,SUSPENDED,INTERVENTIONAL,End of Initial Phase of Multi-phase protocol
NCT03605069,TERMINATED,INTERVENTIONAL,Low enrollment
NCT03605212,TERMINATED,INTERVENTIONAL,The study was stopped as per EMA waiver granted on 20July2018.
NCT03605238,WITHDRAWN,INTERVENTIONAL,It was hard to recruit patients
NCT03605303,TERMINATED,INTERVENTIONAL,This study was terminated due to the released lenses not representing what will be made commercially available and thus the objectives could not be met
NCT03605329,TERMINATED,INTERVENTIONAL,recruitment rate lower than expected
NCT03605342,TERMINATED,INTERVENTIONAL,Early termination
NCT03605537,WITHDRAWN,INTERVENTIONAL,Study terminated due to lack of funding.
NCT03605589,WITHDRAWN,INTERVENTIONAL,Lack of enrollment due to the availability of other novel salvage therapies for relapsed/refractory B-ALL.
NCT03605693,TERMINATED,INTERVENTIONAL,Halted Prematurely
NCT03605745,TERMINATED,INTERVENTIONAL,Sponsor decided to terminate the study due to business reasons
NCT03605758,TERMINATED,INTERVENTIONAL,The original study PI passed away. Primary and Study Completion dates revised to reflect last participant examination date.
NCT03606174,TERMINATED,INTERVENTIONAL,"The study was terminated due to sponsor decision / portfolio prioritization, and not due to safety reasons."
NCT03606304,WITHDRAWN,INTERVENTIONAL,The study was not deemed feasible to conduct.
NCT03606486,TERMINATED,INTERVENTIONAL,Terminated due to low accrual
NCT03606655,WITHDRAWN,INTERVENTIONAL,Terms could not be met with the FDA.
NCT03606889,TERMINATED,INTERVENTIONAL,not enough participants
NCT03606980,TERMINATED,INTERVENTIONAL,Slow enrollment
NCT03607500,TERMINATED,INTERVENTIONAL,Lack of funding
NCT03607682,TERMINATED,INTERVENTIONAL,PI left institution and loss of funding
NCT03607708,SUSPENDED,INTERVENTIONAL,COVID-19
NCT03607864,TERMINATED,INTERVENTIONAL,because bone osteointegration is completed
NCT03607955,WITHDRAWN,INTERVENTIONAL,Trial may move forward as an NCI-sponsored trial and not an investigator initiated trial.
NCT03608020,TERMINATED,INTERVENTIONAL,Cessation of grant funding
NCT03608033,TERMINATED,INTERVENTIONAL,"IA did not show positive results. Study is terminated, and in process of closing"
NCT03608098,WITHDRAWN,INTERVENTIONAL,Key study team members working on the study are leaving the institution.
NCT03608137,TERMINATED,INTERVENTIONAL,Terminée
NCT03608358,TERMINATED,INTERVENTIONAL,Sponsor decided to stop commercialization of QTERNMet/Qtrilmet and to stop all related ongoing activities/studies for business reasons.
NCT03608501,WITHDRAWN,INTERVENTIONAL,Business decision (no safety or efficacy concerns)
NCT03608540,TERMINATED,INTERVENTIONAL,Enrolment too slow
NCT03608618,TERMINATED,INTERVENTIONAL,Sponsor shift in focus
NCT03608878,TERMINATED,INTERVENTIONAL,"The biopsies in the first 5 screened patients were all negative for Globo-H, of which positive is required to include the patients."
NCT03609021,TERMINATED,OBSERVATIONAL,A211601 closed prematurely due to slow accrual.
NCT03609073,TERMINATED,INTERVENTIONAL,enrollment too slow
NCT03609138,WITHDRAWN,OBSERVATIONAL,Study aborted
NCT03609372,WITHDRAWN,INTERVENTIONAL,"With the pandemic, we needed to take a 15 month pause in between earlier RCTs. This RCT no longer made sense to conduct."
NCT03609450,TERMINATED,INTERVENTIONAL,COVID-19 Pandemic
NCT03609502,SUSPENDED,INTERVENTIONAL,research facilities temporarily closed due to COVID-19
NCT03609749,TERMINATED,INTERVENTIONAL,COVID-19 pandemic
NCT03609957,WITHDRAWN,INTERVENTIONAL,Did not have time to complete this study
NCT03610048,TERMINATED,INTERVENTIONAL,Sponsor Decision
NCT03610100,SUSPENDED,INTERVENTIONAL,Suspended to recruitment following TSC review on efficacy and toxicities
NCT03610230,TERMINATED,INTERVENTIONAL,Difficult patient recruitment due to COVID-19 epidemic
NCT03610282,WITHDRAWN,INTERVENTIONAL,We have decided to withdraw the study prior to enrollment of the first participant in order to pursue other research studies.
NCT03610347,TERMINATED,INTERVENTIONAL,Low recruitment
NCT03610581,TERMINATED,INTERVENTIONAL,"Low enrolment and increasing COVID restrictions, following an earlier enrolment pause in April made it clear that completion of the study would not be feasible"
NCT03610932,WITHDRAWN,INTERVENTIONAL,Recruitment
NCT03611049,TERMINATED,INTERVENTIONAL,Principal Investigator (Dr. Peiris) is retiring
NCT03611205,WITHDRAWN,INTERVENTIONAL,PI decision
NCT03611530,TERMINATED,INTERVENTIONAL,low accrual
NCT03611764,TERMINATED,INTERVENTIONAL,Only 5 caregivers decided to participate
NCT03611829,TERMINATED,INTERVENTIONAL,The trial was ended prematurely due to low recruitment/enrolment.
NCT03611855,TERMINATED,INTERVENTIONAL,COVID-19 Pandemic
NCT03611972,TERMINATED,INTERVENTIONAL,PI resigned
NCT03611985,WITHDRAWN,INTERVENTIONAL,institutional conflict of interest
NCT03612167,SUSPENDED,INTERVENTIONAL,no funding
NCT03612466,WITHDRAWN,INTERVENTIONAL,Study withdrawn before any participants could be enrolled. Issues being able to effectively recruit participants into the study.
NCT03612739,WITHDRAWN,INTERVENTIONAL,Sponsor decision
NCT03613090,WITHDRAWN,INTERVENTIONAL,Withdrawn-was not approved by IRB
NCT03613259,WITHDRAWN,INTERVENTIONAL,Funding expired
NCT03613402,WITHDRAWN,OBSERVATIONAL,Due to slow enrollment.
NCT03613493,TERMINATED,INTERVENTIONAL,Budgetary and Timing Constraints
NCT03613558,WITHDRAWN,INTERVENTIONAL,Unable to recruit patients because the surgeon left the hospital
NCT03613571,TERMINATED,INTERVENTIONAL,Inclusion was stopped with 13 of 15 patients recruited according to protocol. Patients responded with no safety signals. Study stop was due to slow recruitment.
NCT03613792,WITHDRAWN,INTERVENTIONAL,Change in procedure means limited value for study question
NCT03613831,WITHDRAWN,OBSERVATIONAL,The sponsor has decided to stop the study
NCT03613870,WITHDRAWN,INTERVENTIONAL,Administratively closed prior enrollment of participants.
NCT03614052,TERMINATED,INTERVENTIONAL,Problems with the number of participants
NCT03614156,TERMINATED,INTERVENTIONAL,Business decision to stop the program.
NCT03614351,WITHDRAWN,INTERVENTIONAL,"lack of funding to pay for a coordinator and interventionist,"
NCT03614507,TERMINATED,INTERVENTIONAL,OXYNOV discontinues loan of FREEO2 devices
NCT03614611,TERMINATED,INTERVENTIONAL,Lack of fund
NCT03614728,TERMINATED,INTERVENTIONAL,Trial terminated due to internal review of clinical data in context of indication under investigation
NCT03615105,TERMINATED,INTERVENTIONAL,Low accrual
NCT03615144,TERMINATED,INTERVENTIONAL,Participant accrual low and the study was closed
NCT03615378,TERMINATED,INTERVENTIONAL,Difficulties with enrollment
NCT03615469,TERMINATED,INTERVENTIONAL,Low recruitment numbers
NCT03615508,TERMINATED,INTERVENTIONAL,incomplete enrollment
NCT03615924,TERMINATED,INTERVENTIONAL,Recommendation from an independent data monitoring committee (DMC) and accepted by AstraZeneca.
NCT03615989,TERMINATED,INTERVENTIONAL,COVID-19
NCT03616002,TERMINATED,INTERVENTIONAL,Due tot he Pandemic we decided to terminate this project.
NCT03616457,WITHDRAWN,OBSERVATIONAL,Change in business need.
NCT03616639,TERMINATED,INTERVENTIONAL,Insufficient inclusion of subjects
NCT03616730,TERMINATED,OBSERVATIONAL,PI leaving institution
NCT03616821,TERMINATED,INTERVENTIONAL,Strategic decision to discontinue the development of brazikumab in inflammatory bowel disease.
NCT03616912,TERMINATED,INTERVENTIONAL,Study terminated due to insufficient evidence to support a positive benefit: risk profile in systemic lupus erythematosus patients.
NCT03617146,TERMINATED,INTERVENTIONAL,Recruitment challenges.
NCT03617172,TERMINATED,INTERVENTIONAL,Low enrollment
NCT03617224,WITHDRAWN,INTERVENTIONAL,Unable to enroll patients that met enrollment criteria.
NCT03617380,WITHDRAWN,INTERVENTIONAL,transferred to different institution
NCT03617484,WITHDRAWN,INTERVENTIONAL,Enrollment and/or interactions/interventions temporarily paused due to COVID-19 and expected to resume in the future. This is not a suspension of IRB approval.
NCT03618095,TERMINATED,INTERVENTIONAL,Investigational Medical Device is no longer available
NCT03618108,TERMINATED,INTERVENTIONAL,COVID-19
